Job runs on node:
lrdn4989
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=7
EPOCHS=150
OPTSTEP=0.2
BATCHSIZE=10
VALSPLIT=0.2
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
NO JAX
256

Epoch 1, 	Batch:0, 	Train Loss = 0.994753, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 0.938217, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 0.870497, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 0.785939, 	Val Loss = 0.000000
Epoch 1, 	Batch:4, 	Train Loss = 0.745044, 	Val Loss = 0.000000
Epoch 1, 	Batch:5, 	Train Loss = 0.691717, 	Val Loss = 0.000000
Epoch 1, 	Batch:6, 	Train Loss = 0.635971, 	Val Loss = 0.000000
Epoch 1, 	Batch:7, 	Train Loss = 0.628948, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 0.347453, 	Val Loss = 0.366559
Epoch 2, 	Batch:1, 	Train Loss = 0.309732, 	Val Loss = 0.366559
Epoch 2, 	Batch:2, 	Train Loss = 0.297132, 	Val Loss = 0.366559
Epoch 2, 	Batch:3, 	Train Loss = 0.286153, 	Val Loss = 0.366559
Epoch 2, 	Batch:4, 	Train Loss = 0.319658, 	Val Loss = 0.366559
Epoch 2, 	Batch:5, 	Train Loss = 0.309515, 	Val Loss = 0.366559
Epoch 2, 	Batch:6, 	Train Loss = 0.290603, 	Val Loss = 0.366559
Epoch 2, 	Batch:7, 	Train Loss = 0.321868, 	Val Loss = 0.366559
Epoch 3, 	Batch:0, 	Train Loss = 0.263203, 	Val Loss = 0.289850
Epoch 3, 	Batch:1, 	Train Loss = 0.245249, 	Val Loss = 0.289850
Epoch 3, 	Batch:2, 	Train Loss = 0.239129, 	Val Loss = 0.289850
Epoch 3, 	Batch:3, 	Train Loss = 0.225908, 	Val Loss = 0.289850
Epoch 3, 	Batch:4, 	Train Loss = 0.263243, 	Val Loss = 0.289850
Epoch 3, 	Batch:5, 	Train Loss = 0.254214, 	Val Loss = 0.289850
Epoch 3, 	Batch:6, 	Train Loss = 0.235750, 	Val Loss = 0.289850
Epoch 3, 	Batch:7, 	Train Loss = 0.271249, 	Val Loss = 0.289850
Epoch 4, 	Batch:0, 	Train Loss = 0.230826, 	Val Loss = 0.258973
Epoch 4, 	Batch:1, 	Train Loss = 0.211445, 	Val Loss = 0.258973
Epoch 4, 	Batch:2, 	Train Loss = 0.208315, 	Val Loss = 0.258973
Epoch 4, 	Batch:3, 	Train Loss = 0.200333, 	Val Loss = 0.258973
Epoch 4, 	Batch:4, 	Train Loss = 0.240359, 	Val Loss = 0.258973
Epoch 4, 	Batch:5, 	Train Loss = 0.232322, 	Val Loss = 0.258973
Epoch 4, 	Batch:6, 	Train Loss = 0.215088, 	Val Loss = 0.258973
Epoch 4, 	Batch:7, 	Train Loss = 0.252617, 	Val Loss = 0.258973
Epoch 5, 	Batch:0, 	Train Loss = 0.227999, 	Val Loss = 0.255344
Epoch 5, 	Batch:1, 	Train Loss = 0.207950, 	Val Loss = 0.255344
Epoch 5, 	Batch:2, 	Train Loss = 0.204031, 	Val Loss = 0.255344
Epoch 5, 	Batch:3, 	Train Loss = 0.195299, 	Val Loss = 0.255344
Epoch 5, 	Batch:4, 	Train Loss = 0.235082, 	Val Loss = 0.255344
Epoch 5, 	Batch:5, 	Train Loss = 0.227238, 	Val Loss = 0.255344
Epoch 5, 	Batch:6, 	Train Loss = 0.210832, 	Val Loss = 0.255344
Epoch 5, 	Batch:7, 	Train Loss = 0.248064, 	Val Loss = 0.255344
Epoch 6, 	Batch:0, 	Train Loss = 0.222845, 	Val Loss = 0.249649
Epoch 6, 	Batch:1, 	Train Loss = 0.202466, 	Val Loss = 0.249649
Epoch 6, 	Batch:2, 	Train Loss = 0.198470, 	Val Loss = 0.249649
Epoch 6, 	Batch:3, 	Train Loss = 0.189987, 	Val Loss = 0.249649
Epoch 6, 	Batch:4, 	Train Loss = 0.229390, 	Val Loss = 0.249649
Epoch 6, 	Batch:5, 	Train Loss = 0.221560, 	Val Loss = 0.249649
Epoch 6, 	Batch:6, 	Train Loss = 0.204970, 	Val Loss = 0.249649
Epoch 6, 	Batch:7, 	Train Loss = 0.242261, 	Val Loss = 0.249649
Epoch 7, 	Batch:0, 	Train Loss = 0.218554, 	Val Loss = 0.244038
Epoch 7, 	Batch:1, 	Train Loss = 0.197759, 	Val Loss = 0.244038
Epoch 7, 	Batch:2, 	Train Loss = 0.194004, 	Val Loss = 0.244038
Epoch 7, 	Batch:3, 	Train Loss = 0.185600, 	Val Loss = 0.244038
Epoch 7, 	Batch:4, 	Train Loss = 0.224529, 	Val Loss = 0.244038
Epoch 7, 	Batch:5, 	Train Loss = 0.216734, 	Val Loss = 0.244038
Epoch 7, 	Batch:6, 	Train Loss = 0.200562, 	Val Loss = 0.244038
Epoch 7, 	Batch:7, 	Train Loss = 0.237719, 	Val Loss = 0.244038
Epoch 8, 	Batch:0, 	Train Loss = 0.215830, 	Val Loss = 0.238939
Epoch 8, 	Batch:1, 	Train Loss = 0.193958, 	Val Loss = 0.238939
Epoch 8, 	Batch:2, 	Train Loss = 0.189878, 	Val Loss = 0.238939
Epoch 8, 	Batch:3, 	Train Loss = 0.181727, 	Val Loss = 0.238939
Epoch 8, 	Batch:4, 	Train Loss = 0.220681, 	Val Loss = 0.238939
Epoch 8, 	Batch:5, 	Train Loss = 0.212609, 	Val Loss = 0.238939
Epoch 8, 	Batch:6, 	Train Loss = 0.196577, 	Val Loss = 0.238939
Epoch 8, 	Batch:7, 	Train Loss = 0.233450, 	Val Loss = 0.238939
Epoch 9, 	Batch:0, 	Train Loss = 0.214408, 	Val Loss = 0.234226
Epoch 9, 	Batch:1, 	Train Loss = 0.191754, 	Val Loss = 0.234226
Epoch 9, 	Batch:2, 	Train Loss = 0.187321, 	Val Loss = 0.234226
Epoch 9, 	Batch:3, 	Train Loss = 0.178941, 	Val Loss = 0.234226
Epoch 9, 	Batch:4, 	Train Loss = 0.217312, 	Val Loss = 0.234226
Epoch 9, 	Batch:5, 	Train Loss = 0.209300, 	Val Loss = 0.234226
Epoch 9, 	Batch:6, 	Train Loss = 0.193465, 	Val Loss = 0.234226
Epoch 9, 	Batch:7, 	Train Loss = 0.229937, 	Val Loss = 0.234226
Epoch 10, 	Batch:0, 	Train Loss = 0.211026, 	Val Loss = 0.229260
Epoch 10, 	Batch:1, 	Train Loss = 0.187754, 	Val Loss = 0.229260
Epoch 10, 	Batch:2, 	Train Loss = 0.183076, 	Val Loss = 0.229260
Epoch 10, 	Batch:3, 	Train Loss = 0.174771, 	Val Loss = 0.229260
Epoch 10, 	Batch:4, 	Train Loss = 0.212194, 	Val Loss = 0.229260
Epoch 10, 	Batch:5, 	Train Loss = 0.204329, 	Val Loss = 0.229260
Epoch 10, 	Batch:6, 	Train Loss = 0.188909, 	Val Loss = 0.229260
Epoch 10, 	Batch:7, 	Train Loss = 0.225032, 	Val Loss = 0.229260
Epoch 11, 	Batch:0, 	Train Loss = 0.208902, 	Val Loss = 0.224994
Epoch 11, 	Batch:1, 	Train Loss = 0.185550, 	Val Loss = 0.224994
Epoch 11, 	Batch:2, 	Train Loss = 0.180911, 	Val Loss = 0.224994
Epoch 11, 	Batch:3, 	Train Loss = 0.172795, 	Val Loss = 0.224994
Epoch 11, 	Batch:4, 	Train Loss = 0.210099, 	Val Loss = 0.224994
Epoch 11, 	Batch:5, 	Train Loss = 0.202356, 	Val Loss = 0.224994
Epoch 11, 	Batch:6, 	Train Loss = 0.187158, 	Val Loss = 0.224994
Epoch 11, 	Batch:7, 	Train Loss = 0.223233, 	Val Loss = 0.224994
Epoch 12, 	Batch:0, 	Train Loss = 0.209404, 	Val Loss = 0.223625
Epoch 12, 	Batch:1, 	Train Loss = 0.184993, 	Val Loss = 0.223625
Epoch 12, 	Batch:2, 	Train Loss = 0.180244, 	Val Loss = 0.223625
Epoch 12, 	Batch:3, 	Train Loss = 0.171912, 	Val Loss = 0.223625
Epoch 12, 	Batch:4, 	Train Loss = 0.208967, 	Val Loss = 0.223625
Epoch 12, 	Batch:5, 	Train Loss = 0.201222, 	Val Loss = 0.223625
Epoch 12, 	Batch:6, 	Train Loss = 0.186171, 	Val Loss = 0.223625
Epoch 12, 	Batch:7, 	Train Loss = 0.222009, 	Val Loss = 0.223625
Epoch 13, 	Batch:0, 	Train Loss = 0.208640, 	Val Loss = 0.222097
Epoch 13, 	Batch:1, 	Train Loss = 0.184082, 	Val Loss = 0.222097
Epoch 13, 	Batch:2, 	Train Loss = 0.179301, 	Val Loss = 0.222097
Epoch 13, 	Batch:3, 	Train Loss = 0.170989, 	Val Loss = 0.222097
Epoch 13, 	Batch:4, 	Train Loss = 0.207852, 	Val Loss = 0.222097
Epoch 13, 	Batch:5, 	Train Loss = 0.200147, 	Val Loss = 0.222097
Epoch 13, 	Batch:6, 	Train Loss = 0.185129, 	Val Loss = 0.222097
Epoch 13, 	Batch:7, 	Train Loss = 0.220992, 	Val Loss = 0.222097
Epoch 14, 	Batch:0, 	Train Loss = 0.208577, 	Val Loss = 0.221363
Epoch 14, 	Batch:1, 	Train Loss = 0.183969, 	Val Loss = 0.221363
Epoch 14, 	Batch:2, 	Train Loss = 0.178975, 	Val Loss = 0.221363
