Job runs on node:
lrdn4992
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=5
EPOCHS=150
OPTSTEP=0.2
BATCHSIZE=5
VALSPLIT=0.2
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
NO JAX
256

Epoch 1, 	Batch:0, 	Train Loss = 0.985642, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 0.906602, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 0.809579, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 0.730864, 	Val Loss = 0.000000
Epoch 1, 	Batch:4, 	Train Loss = 0.669159, 	Val Loss = 0.000000
Epoch 1, 	Batch:5, 	Train Loss = 0.647145, 	Val Loss = 0.000000
Epoch 1, 	Batch:6, 	Train Loss = 0.596955, 	Val Loss = 0.000000
Epoch 1, 	Batch:7, 	Train Loss = 0.554871, 	Val Loss = 0.000000
Epoch 1, 	Batch:8, 	Train Loss = 0.521951, 	Val Loss = 0.000000
Epoch 1, 	Batch:9, 	Train Loss = 0.495649, 	Val Loss = 0.000000
Epoch 1, 	Batch:10, 	Train Loss = 0.460715, 	Val Loss = 0.000000
Epoch 1, 	Batch:11, 	Train Loss = 0.444182, 	Val Loss = 0.000000
Epoch 1, 	Batch:12, 	Train Loss = 0.451865, 	Val Loss = 0.000000
Epoch 1, 	Batch:13, 	Train Loss = 0.440027, 	Val Loss = 0.000000
Epoch 1, 	Batch:14, 	Train Loss = 0.434077, 	Val Loss = 0.000000
Epoch 1, 	Batch:15, 	Train Loss = 0.420758, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 0.325282, 	Val Loss = 0.260173
Epoch 2, 	Batch:1, 	Train Loss = 0.284598, 	Val Loss = 0.260173
Epoch 2, 	Batch:2, 	Train Loss = 0.214915, 	Val Loss = 0.260173
Epoch 2, 	Batch:3, 	Train Loss = 0.215711, 	Val Loss = 0.260173
Epoch 2, 	Batch:4, 	Train Loss = 0.217293, 	Val Loss = 0.260173
Epoch 2, 	Batch:5, 	Train Loss = 0.252971, 	Val Loss = 0.260173
Epoch 2, 	Batch:6, 	Train Loss = 0.248253, 	Val Loss = 0.260173
Epoch 2, 	Batch:7, 	Train Loss = 0.240764, 	Val Loss = 0.260173
Epoch 2, 	Batch:8, 	Train Loss = 0.234843, 	Val Loss = 0.260173
Epoch 2, 	Batch:9, 	Train Loss = 0.231099, 	Val Loss = 0.260173
Epoch 2, 	Batch:10, 	Train Loss = 0.214269, 	Val Loss = 0.260173
Epoch 2, 	Batch:11, 	Train Loss = 0.214496, 	Val Loss = 0.260173
Epoch 2, 	Batch:12, 	Train Loss = 0.235944, 	Val Loss = 0.260173
Epoch 2, 	Batch:13, 	Train Loss = 0.235283, 	Val Loss = 0.260173
Epoch 2, 	Batch:14, 	Train Loss = 0.240527, 	Val Loss = 0.260173
Epoch 2, 	Batch:15, 	Train Loss = 0.236947, 	Val Loss = 0.260173
Epoch 3, 	Batch:0, 	Train Loss = 0.296052, 	Val Loss = 0.232074
Epoch 3, 	Batch:1, 	Train Loss = 0.255788, 	Val Loss = 0.232074
