Job runs on node:
lrdn4992
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=5
EPOCHS=150
OPTSTEP=0.2
BATCHSIZE=10
VALSPLIT=0.2
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
NO JAX
256

Epoch 1, 	Batch:0, 	Train Loss = 0.878363, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 0.760281, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 0.669953, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 0.591753, 	Val Loss = 0.000000
Epoch 1, 	Batch:4, 	Train Loss = 0.550222, 	Val Loss = 0.000000
Epoch 1, 	Batch:5, 	Train Loss = 0.504814, 	Val Loss = 0.000000
Epoch 1, 	Batch:6, 	Train Loss = 0.449160, 	Val Loss = 0.000000
Epoch 1, 	Batch:7, 	Train Loss = 0.445578, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 0.319792, 	Val Loss = 0.286156
Epoch 2, 	Batch:1, 	Train Loss = 0.358756, 	Val Loss = 0.286156
Epoch 2, 	Batch:2, 	Train Loss = 0.324166, 	Val Loss = 0.286156
Epoch 2, 	Batch:3, 	Train Loss = 0.310682, 	Val Loss = 0.286156
Epoch 2, 	Batch:4, 	Train Loss = 0.315665, 	Val Loss = 0.286156
Epoch 2, 	Batch:5, 	Train Loss = 0.302403, 	Val Loss = 0.286156
Epoch 2, 	Batch:6, 	Train Loss = 0.269005, 	Val Loss = 0.286156
Epoch 2, 	Batch:7, 	Train Loss = 0.282190, 	Val Loss = 0.286156
Epoch 3, 	Batch:0, 	Train Loss = 0.283699, 	Val Loss = 0.249344
Epoch 3, 	Batch:1, 	Train Loss = 0.332347, 	Val Loss = 0.249344
Epoch 3, 	Batch:2, 	Train Loss = 0.294924, 	Val Loss = 0.249344
Epoch 3, 	Batch:3, 	Train Loss = 0.279105, 	Val Loss = 0.249344
Epoch 3, 	Batch:4, 	Train Loss = 0.283446, 	Val Loss = 0.249344
Epoch 3, 	Batch:5, 	Train Loss = 0.269587, 	Val Loss = 0.249344
Epoch 3, 	Batch:6, 	Train Loss = 0.240263, 	Val Loss = 0.249344
Epoch 3, 	Batch:7, 	Train Loss = 0.252862, 	Val Loss = 0.249344
Epoch 4, 	Batch:0, 	Train Loss = 0.268569, 	Val Loss = 0.227537
Epoch 4, 	Batch:1, 	Train Loss = 0.311182, 	Val Loss = 0.227537
Epoch 4, 	Batch:2, 	Train Loss = 0.277165, 	Val Loss = 0.227537
Epoch 4, 	Batch:3, 	Train Loss = 0.263682, 	Val Loss = 0.227537
Epoch 4, 	Batch:4, 	Train Loss = 0.268225, 	Val Loss = 0.227537
Epoch 4, 	Batch:5, 	Train Loss = 0.255290, 	Val Loss = 0.227537
Epoch 4, 	Batch:6, 	Train Loss = 0.226898, 	Val Loss = 0.227537
Epoch 4, 	Batch:7, 	Train Loss = 0.240250, 	Val Loss = 0.227537
Epoch 5, 	Batch:0, 	Train Loss = 0.259270, 	Val Loss = 0.216603
Epoch 5, 	Batch:1, 	Train Loss = 0.301634, 	Val Loss = 0.216603
Epoch 5, 	Batch:2, 	Train Loss = 0.270050, 	Val Loss = 0.216603
Epoch 5, 	Batch:3, 	Train Loss = 0.256665, 	Val Loss = 0.216603
Epoch 5, 	Batch:4, 	Train Loss = 0.261184, 	Val Loss = 0.216603
Epoch 5, 	Batch:5, 	Train Loss = 0.248414, 	Val Loss = 0.216603
Epoch 5, 	Batch:6, 	Train Loss = 0.220304, 	Val Loss = 0.216603
Epoch 5, 	Batch:7, 	Train Loss = 0.234507, 	Val Loss = 0.216603
Epoch 6, 	Batch:0, 	Train Loss = 0.251547, 	Val Loss = 0.211682
Epoch 6, 	Batch:1, 	Train Loss = 0.295504, 	Val Loss = 0.211682
Epoch 6, 	Batch:2, 	Train Loss = 0.263447, 	Val Loss = 0.211682
Epoch 6, 	Batch:3, 	Train Loss = 0.250877, 	Val Loss = 0.211682
Epoch 6, 	Batch:4, 	Train Loss = 0.256330, 	Val Loss = 0.211682
Epoch 6, 	Batch:5, 	Train Loss = 0.243825, 	Val Loss = 0.211682
Epoch 6, 	Batch:6, 	Train Loss = 0.216657, 	Val Loss = 0.211682
Epoch 6, 	Batch:7, 	Train Loss = 0.230391, 	Val Loss = 0.211682
Epoch 7, 	Batch:0, 	Train Loss = 0.251592, 	Val Loss = 0.210566
Epoch 7, 	Batch:1, 	Train Loss = 0.292756, 	Val Loss = 0.210566
Epoch 7, 	Batch:2, 	Train Loss = 0.261021, 	Val Loss = 0.210566
Epoch 7, 	Batch:3, 	Train Loss = 0.248773, 	Val Loss = 0.210566
Epoch 7, 	Batch:4, 	Train Loss = 0.254384, 	Val Loss = 0.210566
Epoch 7, 	Batch:5, 	Train Loss = 0.241844, 	Val Loss = 0.210566
Epoch 7, 	Batch:6, 	Train Loss = 0.214933, 	Val Loss = 0.210566
Epoch 7, 	Batch:7, 	Train Loss = 0.228876, 	Val Loss = 0.210566
Epoch 8, 	Batch:0, 	Train Loss = 0.249469, 	Val Loss = 0.208523
Epoch 8, 	Batch:1, 	Train Loss = 0.291752, 	Val Loss = 0.208523
Epoch 8, 	Batch:2, 	Train Loss = 0.259512, 	Val Loss = 0.208523
Epoch 8, 	Batch:3, 	Train Loss = 0.247499, 	Val Loss = 0.208523
Epoch 8, 	Batch:4, 	Train Loss = 0.253148, 	Val Loss = 0.208523
Epoch 8, 	Batch:5, 	Train Loss = 0.240574, 	Val Loss = 0.208523
Epoch 8, 	Batch:6, 	Train Loss = 0.214309, 	Val Loss = 0.208523
Epoch 8, 	Batch:7, 	Train Loss = 0.228266, 	Val Loss = 0.208523
Epoch 9, 	Batch:0, 	Train Loss = 0.245831, 	Val Loss = 0.206265
Epoch 9, 	Batch:1, 	Train Loss = 0.289579, 	Val Loss = 0.206265
Epoch 9, 	Batch:2, 	Train Loss = 0.258216, 	Val Loss = 0.206265
Epoch 9, 	Batch:3, 	Train Loss = 0.246347, 	Val Loss = 0.206265
Epoch 9, 	Batch:4, 	Train Loss = 0.251802, 	Val Loss = 0.206265
Epoch 9, 	Batch:5, 	Train Loss = 0.239200, 	Val Loss = 0.206265
Epoch 9, 	Batch:6, 	Train Loss = 0.213352, 	Val Loss = 0.206265
Epoch 9, 	Batch:7, 	Train Loss = 0.227245, 	Val Loss = 0.206265
Epoch 10, 	Batch:0, 	Train Loss = 0.244547, 	Val Loss = 0.205520
Epoch 10, 	Batch:1, 	Train Loss = 0.287700, 	Val Loss = 0.205520
Epoch 10, 	Batch:2, 	Train Loss = 0.257779, 	Val Loss = 0.205520
Epoch 10, 	Batch:3, 	Train Loss = 0.245327, 	Val Loss = 0.205520
Epoch 10, 	Batch:4, 	Train Loss = 0.251213, 	Val Loss = 0.205520
Epoch 10, 	Batch:5, 	Train Loss = 0.238318, 	Val Loss = 0.205520
Epoch 10, 	Batch:6, 	Train Loss = 0.212818, 	Val Loss = 0.205520
Epoch 10, 	Batch:7, 	Train Loss = 0.226245, 	Val Loss = 0.205520
Epoch 11, 	Batch:0, 	Train Loss = 0.242919, 	Val Loss = 0.204648
Epoch 11, 	Batch:1, 	Train Loss = 0.285180, 	Val Loss = 0.204648
Epoch 11, 	Batch:2, 	Train Loss = 0.255564, 	Val Loss = 0.204648
Epoch 11, 	Batch:3, 	Train Loss = 0.243067, 	Val Loss = 0.204648
Epoch 11, 	Batch:4, 	Train Loss = 0.248658, 	Val Loss = 0.204648
Epoch 11, 	Batch:5, 	Train Loss = 0.235916, 	Val Loss = 0.204648
Epoch 11, 	Batch:6, 	Train Loss = 0.210310, 	Val Loss = 0.204648
Epoch 11, 	Batch:7, 	Train Loss = 0.223449, 	Val Loss = 0.204648
Epoch 12, 	Batch:0, 	Train Loss = 0.239263, 	Val Loss = 0.200017
Epoch 12, 	Batch:1, 	Train Loss = 0.281359, 	Val Loss = 0.200017
Epoch 12, 	Batch:2, 	Train Loss = 0.251827, 	Val Loss = 0.200017
Epoch 12, 	Batch:3, 	Train Loss = 0.239678, 	Val Loss = 0.200017
Epoch 12, 	Batch:4, 	Train Loss = 0.245289, 	Val Loss = 0.200017
Epoch 12, 	Batch:5, 	Train Loss = 0.232614, 	Val Loss = 0.200017
Epoch 12, 	Batch:6, 	Train Loss = 0.207189, 	Val Loss = 0.200017
Epoch 12, 	Batch:7, 	Train Loss = 0.220230, 	Val Loss = 0.200017
Epoch 13, 	Batch:0, 	Train Loss = 0.237179, 	Val Loss = 0.197203
Epoch 13, 	Batch:1, 	Train Loss = 0.278055, 	Val Loss = 0.197203
Epoch 13, 	Batch:2, 	Train Loss = 0.249093, 	Val Loss = 0.197203
Epoch 13, 	Batch:3, 	Train Loss = 0.236948, 	Val Loss = 0.197203
Epoch 13, 	Batch:4, 	Train Loss = 0.242815, 	Val Loss = 0.197203
Epoch 13, 	Batch:5, 	Train Loss = 0.230138, 	Val Loss = 0.197203
Epoch 13, 	Batch:6, 	Train Loss = 0.204796, 	Val Loss = 0.197203
Epoch 13, 	Batch:7, 	Train Loss = 0.217896, 	Val Loss = 0.197203
Epoch 14, 	Batch:0, 	Train Loss = 0.235702, 	Val Loss = 0.195257
Epoch 14, 	Batch:1, 	Train Loss = 0.275835, 	Val Loss = 0.195257
Epoch 14, 	Batch:2, 	Train Loss = 0.247029, 	Val Loss = 0.195257
Epoch 14, 	Batch:3, 	Train Loss = 0.235100, 	Val Loss = 0.195257
Epoch 14, 	Batch:4, 	Train Loss = 0.241250, 	Val Loss = 0.195257
Epoch 14, 	Batch:5, 	Train Loss = 0.228543, 	Val Loss = 0.195257
Epoch 14, 	Batch:6, 	Train Loss = 0.203251, 	Val Loss = 0.195257
Epoch 14, 	Batch:7, 	Train Loss = 0.216417, 	Val Loss = 0.195257
Epoch 15, 	Batch:0, 	Train Loss = 0.234834, 	Val Loss = 0.194301
