Job runs on node:
lrdn4990
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=7
EPOCHS=150
OPTSTEP=0.2
BATCHSIZE=10
VALSPLIT=0.2
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
NO JAX
256

Epoch 1, 	Batch:0, 	Train Loss = 0.985810, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 0.951928, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 0.902819, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 0.852538, 	Val Loss = 0.000000
Epoch 1, 	Batch:4, 	Train Loss = 0.794451, 	Val Loss = 0.000000
Epoch 1, 	Batch:5, 	Train Loss = 0.745382, 	Val Loss = 0.000000
Epoch 1, 	Batch:6, 	Train Loss = 0.702891, 	Val Loss = 0.000000
Epoch 1, 	Batch:7, 	Train Loss = 0.651532, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 0.347579, 	Val Loss = 0.250806
Epoch 2, 	Batch:1, 	Train Loss = 0.369419, 	Val Loss = 0.250806
Epoch 2, 	Batch:2, 	Train Loss = 0.380339, 	Val Loss = 0.250806
Epoch 2, 	Batch:3, 	Train Loss = 0.380920, 	Val Loss = 0.250806
Epoch 2, 	Batch:4, 	Train Loss = 0.360669, 	Val Loss = 0.250806
Epoch 2, 	Batch:5, 	Train Loss = 0.357547, 	Val Loss = 0.250806
Epoch 2, 	Batch:6, 	Train Loss = 0.361251, 	Val Loss = 0.250806
Epoch 2, 	Batch:7, 	Train Loss = 0.342391, 	Val Loss = 0.250806
Epoch 3, 	Batch:0, 	Train Loss = 0.305865, 	Val Loss = 0.206041
Epoch 3, 	Batch:1, 	Train Loss = 0.325767, 	Val Loss = 0.206041
Epoch 3, 	Batch:2, 	Train Loss = 0.333742, 	Val Loss = 0.206041
Epoch 3, 	Batch:3, 	Train Loss = 0.333861, 	Val Loss = 0.206041
Epoch 3, 	Batch:4, 	Train Loss = 0.310990, 	Val Loss = 0.206041
Epoch 3, 	Batch:5, 	Train Loss = 0.307369, 	Val Loss = 0.206041
Epoch 3, 	Batch:6, 	Train Loss = 0.313867, 	Val Loss = 0.206041
Epoch 3, 	Batch:7, 	Train Loss = 0.295339, 	Val Loss = 0.206041
Epoch 4, 	Batch:0, 	Train Loss = 0.280038, 	Val Loss = 0.174634
Epoch 4, 	Batch:1, 	Train Loss = 0.299707, 	Val Loss = 0.174634
Epoch 4, 	Batch:2, 	Train Loss = 0.306311, 	Val Loss = 0.174634
Epoch 4, 	Batch:3, 	Train Loss = 0.307579, 	Val Loss = 0.174634
Epoch 4, 	Batch:4, 	Train Loss = 0.286167, 	Val Loss = 0.174634
Epoch 4, 	Batch:5, 	Train Loss = 0.283354, 	Val Loss = 0.174634
Epoch 4, 	Batch:6, 	Train Loss = 0.289716, 	Val Loss = 0.174634
Epoch 4, 	Batch:7, 	Train Loss = 0.272441, 	Val Loss = 0.174634
Epoch 5, 	Batch:0, 	Train Loss = 0.263283, 	Val Loss = 0.160087
Epoch 5, 	Batch:1, 	Train Loss = 0.285911, 	Val Loss = 0.160087
Epoch 5, 	Batch:2, 	Train Loss = 0.292818, 	Val Loss = 0.160087
Epoch 5, 	Batch:3, 	Train Loss = 0.293999, 	Val Loss = 0.160087
Epoch 5, 	Batch:4, 	Train Loss = 0.272999, 	Val Loss = 0.160087
Epoch 5, 	Batch:5, 	Train Loss = 0.270888, 	Val Loss = 0.160087
Epoch 5, 	Batch:6, 	Train Loss = 0.277382, 	Val Loss = 0.160087
Epoch 5, 	Batch:7, 	Train Loss = 0.260599, 	Val Loss = 0.160087
Epoch 6, 	Batch:0, 	Train Loss = 0.255696, 	Val Loss = 0.151500
Epoch 6, 	Batch:1, 	Train Loss = 0.279851, 	Val Loss = 0.151500
Epoch 6, 	Batch:2, 	Train Loss = 0.287574, 	Val Loss = 0.151500
Epoch 6, 	Batch:3, 	Train Loss = 0.289268, 	Val Loss = 0.151500
Epoch 6, 	Batch:4, 	Train Loss = 0.267961, 	Val Loss = 0.151500
Epoch 6, 	Batch:5, 	Train Loss = 0.265966, 	Val Loss = 0.151500
Epoch 6, 	Batch:6, 	Train Loss = 0.272861, 	Val Loss = 0.151500
Epoch 6, 	Batch:7, 	Train Loss = 0.256691, 	Val Loss = 0.151500
Epoch 7, 	Batch:0, 	Train Loss = 0.253561, 	Val Loss = 0.150340
Epoch 7, 	Batch:1, 	Train Loss = 0.277729, 	Val Loss = 0.150340
Epoch 7, 	Batch:2, 	Train Loss = 0.285528, 	Val Loss = 0.150340
Epoch 7, 	Batch:3, 	Train Loss = 0.287122, 	Val Loss = 0.150340
Epoch 7, 	Batch:4, 	Train Loss = 0.265812, 	Val Loss = 0.150340
Epoch 7, 	Batch:5, 	Train Loss = 0.263785, 	Val Loss = 0.150340
Epoch 7, 	Batch:6, 	Train Loss = 0.270157, 	Val Loss = 0.150340
Epoch 7, 	Batch:7, 	Train Loss = 0.254301, 	Val Loss = 0.150340
Epoch 8, 	Batch:0, 	Train Loss = 0.252443, 	Val Loss = 0.150210
Epoch 8, 	Batch:1, 	Train Loss = 0.276324, 	Val Loss = 0.150210
Epoch 8, 	Batch:2, 	Train Loss = 0.283990, 	Val Loss = 0.150210
Epoch 8, 	Batch:3, 	Train Loss = 0.285428, 	Val Loss = 0.150210
Epoch 8, 	Batch:4, 	Train Loss = 0.264090, 	Val Loss = 0.150210
Epoch 8, 	Batch:5, 	Train Loss = 0.261880, 	Val Loss = 0.150210
Epoch 8, 	Batch:6, 	Train Loss = 0.268241, 	Val Loss = 0.150210
Epoch 8, 	Batch:7, 	Train Loss = 0.252605, 	Val Loss = 0.150210
Epoch 9, 	Batch:0, 	Train Loss = 0.250599, 	Val Loss = 0.149926
Epoch 9, 	Batch:1, 	Train Loss = 0.274815, 	Val Loss = 0.149926
Epoch 9, 	Batch:2, 	Train Loss = 0.282361, 	Val Loss = 0.149926
Epoch 9, 	Batch:3, 	Train Loss = 0.283499, 	Val Loss = 0.149926
Epoch 9, 	Batch:4, 	Train Loss = 0.262401, 	Val Loss = 0.149926
Epoch 9, 	Batch:5, 	Train Loss = 0.260262, 	Val Loss = 0.149926
Epoch 9, 	Batch:6, 	Train Loss = 0.266278, 	Val Loss = 0.149926
Epoch 9, 	Batch:7, 	Train Loss = 0.250986, 	Val Loss = 0.149926
Epoch 10, 	Batch:0, 	Train Loss = 0.248710, 	Val Loss = 0.149194
Epoch 10, 	Batch:1, 	Train Loss = 0.273468, 	Val Loss = 0.149194
Epoch 10, 	Batch:2, 	Train Loss = 0.280983, 	Val Loss = 0.149194
Epoch 10, 	Batch:3, 	Train Loss = 0.282112, 	Val Loss = 0.149194
Epoch 10, 	Batch:4, 	Train Loss = 0.261025, 	Val Loss = 0.149194
Epoch 10, 	Batch:5, 	Train Loss = 0.258980, 	Val Loss = 0.149194
Epoch 10, 	Batch:6, 	Train Loss = 0.264710, 	Val Loss = 0.149194
Epoch 10, 	Batch:7, 	Train Loss = 0.249791, 	Val Loss = 0.149194
Epoch 11, 	Batch:0, 	Train Loss = 0.248842, 	Val Loss = 0.149986
Epoch 11, 	Batch:1, 	Train Loss = 0.273170, 	Val Loss = 0.149986
Epoch 11, 	Batch:2, 	Train Loss = 0.280653, 	Val Loss = 0.149986
Epoch 11, 	Batch:3, 	Train Loss = 0.281668, 	Val Loss = 0.149986
Epoch 11, 	Batch:4, 	Train Loss = 0.260581, 	Val Loss = 0.149986
Epoch 11, 	Batch:5, 	Train Loss = 0.258442, 	Val Loss = 0.149986
Epoch 11, 	Batch:6, 	Train Loss = 0.264046, 	Val Loss = 0.149986
Epoch 11, 	Batch:7, 	Train Loss = 0.249174, 	Val Loss = 0.149986
Epoch 12, 	Batch:0, 	Train Loss = 0.247974, 	Val Loss = 0.149161
Epoch 12, 	Batch:1, 	Train Loss = 0.272150, 	Val Loss = 0.149161
Epoch 12, 	Batch:2, 	Train Loss = 0.280016, 	Val Loss = 0.149161
Epoch 12, 	Batch:3, 	Train Loss = 0.281113, 	Val Loss = 0.149161
Epoch 12, 	Batch:4, 	Train Loss = 0.259883, 	Val Loss = 0.149161
Epoch 12, 	Batch:5, 	Train Loss = 0.257761, 	Val Loss = 0.149161
Epoch 12, 	Batch:6, 	Train Loss = 0.263275, 	Val Loss = 0.149161
Epoch 12, 	Batch:7, 	Train Loss = 0.248590, 	Val Loss = 0.149161
Epoch 13, 	Batch:0, 	Train Loss = 0.247601, 	Val Loss = 0.148969
Epoch 13, 	Batch:1, 	Train Loss = 0.271837, 	Val Loss = 0.148969
Epoch 13, 	Batch:2, 	Train Loss = 0.280002, 	Val Loss = 0.148969
Epoch 13, 	Batch:3, 	Train Loss = 0.280974, 	Val Loss = 0.148969
Epoch 13, 	Batch:4, 	Train Loss = 0.259636, 	Val Loss = 0.148969
Epoch 13, 	Batch:5, 	Train Loss = 0.257570, 	Val Loss = 0.148969
Epoch 13, 	Batch:6, 	Train Loss = 0.262986, 	Val Loss = 0.148969
Epoch 13, 	Batch:7, 	Train Loss = 0.248390, 	Val Loss = 0.148969
Epoch 14, 	Batch:0, 	Train Loss = 0.247140, 	Val Loss = 0.148991
Epoch 14, 	Batch:1, 	Train Loss = 0.271836, 	Val Loss = 0.148991
Epoch 14, 	Batch:2, 	Train Loss = 0.279972, 	Val Loss = 0.148991
Epoch 14, 	Batch:3, 	Train Loss = 0.280759, 	Val Loss = 0.148991
Epoch 14, 	Batch:4, 	Train Loss = 0.259497, 	Val Loss = 0.148991
Epoch 14, 	Batch:5, 	Train Loss = 0.257543, 	Val Loss = 0.148991
Epoch 14, 	Batch:6, 	Train Loss = 0.262772, 	Val Loss = 0.148991
Epoch 14, 	Batch:7, 	Train Loss = 0.248216, 	Val Loss = 0.148991
Epoch 15, 	Batch:0, 	Train Loss = 0.247518, 	Val Loss = 0.149627
Epoch 15, 	Batch:1, 	Train Loss = 0.272242, 	Val Loss = 0.149627
Epoch 15, 	Batch:2, 	Train Loss = 0.279929, 	Val Loss = 0.149627
Epoch 15, 	Batch:3, 	Train Loss = 0.280492, 	Val Loss = 0.149627
Epoch 15, 	Batch:4, 	Train Loss = 0.259444, 	Val Loss = 0.149627
Epoch 15, 	Batch:5, 	Train Loss = 0.257555, 	Val Loss = 0.149627
Epoch 15, 	Batch:6, 	Train Loss = 0.262608, 	Val Loss = 0.149627
Epoch 15, 	Batch:7, 	Train Loss = 0.248024, 	Val Loss = 0.149627
Epoch 16, 	Batch:0, 	Train Loss = 0.247506, 	Val Loss = 0.149882
Epoch 16, 	Batch:1, 	Train Loss = 0.272482, 	Val Loss = 0.149882
Epoch 16, 	Batch:2, 	Train Loss = 0.279389, 	Val Loss = 0.149882
Epoch 16, 	Batch:3, 	Train Loss = 0.279730, 	Val Loss = 0.149882
Epoch 16, 	Batch:4, 	Train Loss = 0.259036, 	Val Loss = 0.149882
Epoch 16, 	Batch:5, 	Train Loss = 0.257269, 	Val Loss = 0.149882
Epoch 16, 	Batch:6, 	Train Loss = 0.262249, 	Val Loss = 0.149882
Epoch 16, 	Batch:7, 	Train Loss = 0.247666, 	Val Loss = 0.149882
Epoch 17, 	Batch:0, 	Train Loss = 0.248215, 	Val Loss = 0.150949
Epoch 17, 	Batch:1, 	Train Loss = 0.273155, 	Val Loss = 0.150949
Epoch 17, 	Batch:2, 	Train Loss = 0.278657, 	Val Loss = 0.150949
Epoch 17, 	Batch:3, 	Train Loss = 0.279164, 	Val Loss = 0.150949
Epoch 17, 	Batch:4, 	Train Loss = 0.258719, 	Val Loss = 0.150949
Epoch 17, 	Batch:5, 	Train Loss = 0.256684, 	Val Loss = 0.150949
Epoch 17, 	Batch:6, 	Train Loss = 0.261596, 	Val Loss = 0.150949
Epoch 17, 	Batch:7, 	Train Loss = 0.247132, 	Val Loss = 0.150949
Epoch 18, 	Batch:0, 	Train Loss = 0.246013, 	Val Loss = 0.149255
Epoch 18, 	Batch:1, 	Train Loss = 0.270738, 	Val Loss = 0.149255
Epoch 18, 	Batch:2, 	Train Loss = 0.276158, 	Val Loss = 0.149255
Epoch 18, 	Batch:3, 	Train Loss = 0.276985, 	Val Loss = 0.149255
Epoch 18, 	Batch:4, 	Train Loss = 0.256481, 	Val Loss = 0.149255
Epoch 18, 	Batch:5, 	Train Loss = 0.254478, 	Val Loss = 0.149255
Epoch 18, 	Batch:6, 	Train Loss = 0.259641, 	Val Loss = 0.149255
Epoch 18, 	Batch:7, 	Train Loss = 0.245309, 	Val Loss = 0.149255
Epoch 19, 	Batch:0, 	Train Loss = 0.243383, 	Val Loss = 0.147340
Epoch 19, 	Batch:1, 	Train Loss = 0.268923, 	Val Loss = 0.147340
Epoch 19, 	Batch:2, 	Train Loss = 0.274195, 	Val Loss = 0.147340
Epoch 19, 	Batch:3, 	Train Loss = 0.275144, 	Val Loss = 0.147340
Epoch 19, 	Batch:4, 	Train Loss = 0.254743, 	Val Loss = 0.147340
Epoch 19, 	Batch:5, 	Train Loss = 0.252793, 	Val Loss = 0.147340
Epoch 19, 	Batch:6, 	Train Loss = 0.258116, 	Val Loss = 0.147340
Epoch 19, 	Batch:7, 	Train Loss = 0.243971, 	Val Loss = 0.147340
Epoch 20, 	Batch:0, 	Train Loss = 0.242866, 	Val Loss = 0.147797
Epoch 20, 	Batch:1, 	Train Loss = 0.268310, 	Val Loss = 0.147797
Epoch 20, 	Batch:2, 	Train Loss = 0.273247, 	Val Loss = 0.147797
Epoch 20, 	Batch:3, 	Train Loss = 0.273880, 	Val Loss = 0.147797
Epoch 20, 	Batch:4, 	Train Loss = 0.253666, 	Val Loss = 0.147797
Epoch 20, 	Batch:5, 	Train Loss = 0.251566, 	Val Loss = 0.147797
Epoch 20, 	Batch:6, 	Train Loss = 0.256986, 	Val Loss = 0.147797
Epoch 20, 	Batch:7, 	Train Loss = 0.242714, 	Val Loss = 0.147797
Epoch 21, 	Batch:0, 	Train Loss = 0.239531, 	Val Loss = 0.145996
Epoch 21, 	Batch:1, 	Train Loss = 0.264920, 	Val Loss = 0.145996
Epoch 21, 	Batch:2, 	Train Loss = 0.270260, 	Val Loss = 0.145996
Epoch 21, 	Batch:3, 	Train Loss = 0.270274, 	Val Loss = 0.145996
