Job runs on node:
lrdn4992
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=1
EPOCHS=2500
OPTSTEP=0.2
BATCHSIZE=10
VALSPLIT=0.2
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
NO JAX
256

Epoch 1, 	Batch:0, 	Train Loss = 1.197172, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 1.218353, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 1.212530, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 1.215644, 	Val Loss = 0.000000
Epoch 1, 	Batch:4, 	Train Loss = 1.213953, 	Val Loss = 0.000000
Epoch 1, 	Batch:5, 	Train Loss = 1.202027, 	Val Loss = 0.000000
Epoch 1, 	Batch:6, 	Train Loss = 1.204266, 	Val Loss = 0.000000
Epoch 1, 	Batch:7, 	Train Loss = 1.209473, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 1.197172, 	Val Loss = 1.208949
Epoch 2, 	Batch:1, 	Train Loss = 1.218353, 	Val Loss = 1.208949
Epoch 2, 	Batch:2, 	Train Loss = 1.212530, 	Val Loss = 1.208949
Epoch 2, 	Batch:3, 	Train Loss = 1.215644, 	Val Loss = 1.208949
Epoch 2, 	Batch:4, 	Train Loss = 1.213953, 	Val Loss = 1.208949
Epoch 2, 	Batch:5, 	Train Loss = 1.202027, 	Val Loss = 1.208949
Epoch 2, 	Batch:6, 	Train Loss = 1.204266, 	Val Loss = 1.208949
Epoch 2, 	Batch:7, 	Train Loss = 1.209473, 	Val Loss = 1.208949
Epoch 3, 	Batch:0, 	Train Loss = 1.197172, 	Val Loss = 1.208949
Epoch 3, 	Batch:1, 	Train Loss = 1.218353, 	Val Loss = 1.208949
Epoch 3, 	Batch:2, 	Train Loss = 1.212530, 	Val Loss = 1.208949
Epoch 3, 	Batch:3, 	Train Loss = 1.215644, 	Val Loss = 1.208949
Epoch 3, 	Batch:4, 	Train Loss = 1.213953, 	Val Loss = 1.208949
Epoch 3, 	Batch:5, 	Train Loss = 1.202027, 	Val Loss = 1.208949
Epoch 3, 	Batch:6, 	Train Loss = 1.204266, 	Val Loss = 1.208949
Epoch 3, 	Batch:7, 	Train Loss = 1.209473, 	Val Loss = 1.208949
Epoch 4, 	Batch:0, 	Train Loss = 1.197172, 	Val Loss = 1.208949
Epoch 4, 	Batch:1, 	Train Loss = 1.218353, 	Val Loss = 1.208949
Epoch 4, 	Batch:2, 	Train Loss = 1.212530, 	Val Loss = 1.208949
Epoch 4, 	Batch:3, 	Train Loss = 1.215644, 	Val Loss = 1.208949
Epoch 4, 	Batch:4, 	Train Loss = 1.213953, 	Val Loss = 1.208949
Epoch 4, 	Batch:5, 	Train Loss = 1.202027, 	Val Loss = 1.208949
Epoch 4, 	Batch:6, 	Train Loss = 1.204266, 	Val Loss = 1.208949
Epoch 4, 	Batch:7, 	Train Loss = 1.209473, 	Val Loss = 1.208949
Epoch 5, 	Batch:0, 	Train Loss = 1.197172, 	Val Loss = 1.208949
Epoch 5, 	Batch:1, 	Train Loss = 1.218353, 	Val Loss = 1.208949
Epoch 5, 	Batch:2, 	Train Loss = 1.212530, 	Val Loss = 1.208949
Epoch 5, 	Batch:3, 	Train Loss = 1.215644, 	Val Loss = 1.208949
Epoch 5, 	Batch:4, 	Train Loss = 1.213953, 	Val Loss = 1.208949
