Job runs on node:
lrdn4992
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=6
EPOCHS=150
OPTSTEP=0.2
BATCHSIZE=5
VALSPLIT=0.2
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
NO JAX
256

Epoch 1, 	Batch:0, 	Train Loss = 0.995050, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 0.944414, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 0.914611, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 0.888292, 	Val Loss = 0.000000
Epoch 1, 	Batch:4, 	Train Loss = 0.842995, 	Val Loss = 0.000000
Epoch 1, 	Batch:5, 	Train Loss = 0.806303, 	Val Loss = 0.000000
Epoch 1, 	Batch:6, 	Train Loss = 0.767792, 	Val Loss = 0.000000
Epoch 1, 	Batch:7, 	Train Loss = 0.742272, 	Val Loss = 0.000000
Epoch 1, 	Batch:8, 	Train Loss = 0.711646, 	Val Loss = 0.000000
Epoch 1, 	Batch:9, 	Train Loss = 0.663104, 	Val Loss = 0.000000
Epoch 1, 	Batch:10, 	Train Loss = 0.631415, 	Val Loss = 0.000000
Epoch 1, 	Batch:11, 	Train Loss = 0.613663, 	Val Loss = 0.000000
Epoch 1, 	Batch:12, 	Train Loss = 0.578424, 	Val Loss = 0.000000
Epoch 1, 	Batch:13, 	Train Loss = 0.560880, 	Val Loss = 0.000000
Epoch 1, 	Batch:14, 	Train Loss = 0.552546, 	Val Loss = 0.000000
Epoch 1, 	Batch:15, 	Train Loss = 0.535941, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 0.270462, 	Val Loss = 0.380999
Epoch 2, 	Batch:1, 	Train Loss = 0.204282, 	Val Loss = 0.380999
Epoch 2, 	Batch:2, 	Train Loss = 0.194142, 	Val Loss = 0.380999
Epoch 2, 	Batch:3, 	Train Loss = 0.279574, 	Val Loss = 0.380999
Epoch 2, 	Batch:4, 	Train Loss = 0.291892, 	Val Loss = 0.380999
Epoch 2, 	Batch:5, 	Train Loss = 0.294595, 	Val Loss = 0.380999
Epoch 2, 	Batch:6, 	Train Loss = 0.276803, 	Val Loss = 0.380999
Epoch 2, 	Batch:7, 	Train Loss = 0.295479, 	Val Loss = 0.380999
Epoch 2, 	Batch:8, 	Train Loss = 0.300845, 	Val Loss = 0.380999
Epoch 2, 	Batch:9, 	Train Loss = 0.279839, 	Val Loss = 0.380999
Epoch 2, 	Batch:10, 	Train Loss = 0.274577, 	Val Loss = 0.380999
Epoch 2, 	Batch:11, 	Train Loss = 0.280507, 	Val Loss = 0.380999
Epoch 2, 	Batch:12, 	Train Loss = 0.263374, 	Val Loss = 0.380999
Epoch 2, 	Batch:13, 	Train Loss = 0.263989, 	Val Loss = 0.380999
Epoch 2, 	Batch:14, 	Train Loss = 0.271598, 	Val Loss = 0.380999
Epoch 2, 	Batch:15, 	Train Loss = 0.268437, 	Val Loss = 0.380999
Epoch 3, 	Batch:0, 	Train Loss = 0.192719, 	Val Loss = 0.308563
Epoch 3, 	Batch:1, 	Train Loss = 0.131063, 	Val Loss = 0.308563
Epoch 3, 	Batch:2, 	Train Loss = 0.127494, 	Val Loss = 0.308563
Epoch 3, 	Batch:3, 	Train Loss = 0.221662, 	Val Loss = 0.308563
Epoch 3, 	Batch:4, 	Train Loss = 0.234500, 	Val Loss = 0.308563
Epoch 3, 	Batch:5, 	Train Loss = 0.239637, 	Val Loss = 0.308563
Epoch 3, 	Batch:6, 	Train Loss = 0.227014, 	Val Loss = 0.308563
Epoch 3, 	Batch:7, 	Train Loss = 0.247920, 	Val Loss = 0.308563
Epoch 3, 	Batch:8, 	Train Loss = 0.255571, 	Val Loss = 0.308563
Epoch 3, 	Batch:9, 	Train Loss = 0.238650, 	Val Loss = 0.308563
Epoch 3, 	Batch:10, 	Train Loss = 0.235479, 	Val Loss = 0.308563
Epoch 3, 	Batch:11, 	Train Loss = 0.242652, 	Val Loss = 0.308563
Epoch 3, 	Batch:12, 	Train Loss = 0.226936, 	Val Loss = 0.308563
Epoch 3, 	Batch:13, 	Train Loss = 0.229424, 	Val Loss = 0.308563
Epoch 3, 	Batch:14, 	Train Loss = 0.238890, 	Val Loss = 0.308563
Epoch 3, 	Batch:15, 	Train Loss = 0.236371, 	Val Loss = 0.308563
Epoch 4, 	Batch:0, 	Train Loss = 0.173074, 	Val Loss = 0.293031
Epoch 4, 	Batch:1, 	Train Loss = 0.115463, 	Val Loss = 0.293031
Epoch 4, 	Batch:2, 	Train Loss = 0.110211, 	Val Loss = 0.293031
Epoch 4, 	Batch:3, 	Train Loss = 0.201995, 	Val Loss = 0.293031
Epoch 4, 	Batch:4, 	Train Loss = 0.213007, 	Val Loss = 0.293031
Epoch 4, 	Batch:5, 	Train Loss = 0.218357, 	Val Loss = 0.293031
Epoch 4, 	Batch:6, 	Train Loss = 0.207216, 	Val Loss = 0.293031
Epoch 4, 	Batch:7, 	Train Loss = 0.226554, 	Val Loss = 0.293031
Epoch 4, 	Batch:8, 	Train Loss = 0.233655, 	Val Loss = 0.293031
Epoch 4, 	Batch:9, 	Train Loss = 0.218434, 	Val Loss = 0.293031
Epoch 4, 	Batch:10, 	Train Loss = 0.215857, 	Val Loss = 0.293031
Epoch 4, 	Batch:11, 	Train Loss = 0.223281, 	Val Loss = 0.293031
Epoch 4, 	Batch:12, 	Train Loss = 0.209226, 	Val Loss = 0.293031
Epoch 4, 	Batch:13, 	Train Loss = 0.212318, 	Val Loss = 0.293031
Epoch 4, 	Batch:14, 	Train Loss = 0.222054, 	Val Loss = 0.293031
Epoch 4, 	Batch:15, 	Train Loss = 0.220382, 	Val Loss = 0.293031
Epoch 5, 	Batch:0, 	Train Loss = 0.164844, 	Val Loss = 0.281336
Epoch 5, 	Batch:1, 	Train Loss = 0.108021, 	Val Loss = 0.281336
Epoch 5, 	Batch:2, 	Train Loss = 0.103618, 	Val Loss = 0.281336
Epoch 5, 	Batch:3, 	Train Loss = 0.195556, 	Val Loss = 0.281336
Epoch 5, 	Batch:4, 	Train Loss = 0.206578, 	Val Loss = 0.281336
