Job runs on node:
lrdn4992
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=3
EPOCHS=150
OPTSTEP=0.2
BATCHSIZE=5
VALSPLIT=0.2
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
NO JAX
256

Epoch 1, 	Batch:0, 	Train Loss = 2.114330, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 2.025850, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 1.959838, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 1.850524, 	Val Loss = 0.000000
Epoch 1, 	Batch:4, 	Train Loss = 1.786432, 	Val Loss = 0.000000
Epoch 1, 	Batch:5, 	Train Loss = 1.676979, 	Val Loss = 0.000000
Epoch 1, 	Batch:6, 	Train Loss = 1.673203, 	Val Loss = 0.000000
Epoch 1, 	Batch:7, 	Train Loss = 1.563532, 	Val Loss = 0.000000
Epoch 1, 	Batch:8, 	Train Loss = 1.509357, 	Val Loss = 0.000000
Epoch 1, 	Batch:9, 	Train Loss = 1.432391, 	Val Loss = 0.000000
Epoch 1, 	Batch:10, 	Train Loss = 1.347943, 	Val Loss = 0.000000
Epoch 1, 	Batch:11, 	Train Loss = 1.308872, 	Val Loss = 0.000000
Epoch 1, 	Batch:12, 	Train Loss = 1.280529, 	Val Loss = 0.000000
Epoch 1, 	Batch:13, 	Train Loss = 1.220837, 	Val Loss = 0.000000
Epoch 1, 	Batch:14, 	Train Loss = 1.191612, 	Val Loss = 0.000000
Epoch 1, 	Batch:15, 	Train Loss = 1.135850, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 0.618890, 	Val Loss = 0.564368
Epoch 2, 	Batch:1, 	Train Loss = 0.987768, 	Val Loss = 0.564368
Epoch 2, 	Batch:2, 	Train Loss = 0.924710, 	Val Loss = 0.564368
Epoch 2, 	Batch:3, 	Train Loss = 0.809698, 	Val Loss = 0.564368
Epoch 2, 	Batch:4, 	Train Loss = 0.804766, 	Val Loss = 0.564368
Epoch 2, 	Batch:5, 	Train Loss = 0.761964, 	Val Loss = 0.564368
Epoch 2, 	Batch:6, 	Train Loss = 0.862237, 	Val Loss = 0.564368
Epoch 2, 	Batch:7, 	Train Loss = 0.846594, 	Val Loss = 0.564368
Epoch 2, 	Batch:8, 	Train Loss = 0.853751, 	Val Loss = 0.564368
Epoch 2, 	Batch:9, 	Train Loss = 0.821607, 	Val Loss = 0.564368
Epoch 2, 	Batch:10, 	Train Loss = 0.781394, 	Val Loss = 0.564368
Epoch 2, 	Batch:11, 	Train Loss = 0.777996, 	Val Loss = 0.564368
Epoch 2, 	Batch:12, 	Train Loss = 0.784494, 	Val Loss = 0.564368
Epoch 2, 	Batch:13, 	Train Loss = 0.749983, 	Val Loss = 0.564368
Epoch 2, 	Batch:14, 	Train Loss = 0.743362, 	Val Loss = 0.564368
Epoch 2, 	Batch:15, 	Train Loss = 0.712234, 	Val Loss = 0.564368
Epoch 3, 	Batch:0, 	Train Loss = 0.584949, 	Val Loss = 0.552637
Epoch 3, 	Batch:1, 	Train Loss = 0.789553, 	Val Loss = 0.552637
Epoch 3, 	Batch:2, 	Train Loss = 0.725454, 	Val Loss = 0.552637
Epoch 3, 	Batch:3, 	Train Loss = 0.612693, 	Val Loss = 0.552637
Epoch 3, 	Batch:4, 	Train Loss = 0.605652, 	Val Loss = 0.552637
Epoch 3, 	Batch:5, 	Train Loss = 0.559818, 	Val Loss = 0.552637
Epoch 3, 	Batch:6, 	Train Loss = 0.661126, 	Val Loss = 0.552637
Epoch 3, 	Batch:7, 	Train Loss = 0.639906, 	Val Loss = 0.552637
Epoch 3, 	Batch:8, 	Train Loss = 0.647446, 	Val Loss = 0.552637
Epoch 3, 	Batch:9, 	Train Loss = 0.620700, 	Val Loss = 0.552637
Epoch 3, 	Batch:10, 	Train Loss = 0.587646, 	Val Loss = 0.552637
Epoch 3, 	Batch:11, 	Train Loss = 0.586540, 	Val Loss = 0.552637
Epoch 3, 	Batch:12, 	Train Loss = 0.595761, 	Val Loss = 0.552637
Epoch 3, 	Batch:13, 	Train Loss = 0.567098, 	Val Loss = 0.552637
Epoch 3, 	Batch:14, 	Train Loss = 0.564463, 	Val Loss = 0.552637
Epoch 3, 	Batch:15, 	Train Loss = 0.545215, 	Val Loss = 0.552637
Epoch 4, 	Batch:0, 	Train Loss = 0.485533, 	Val Loss = 0.464829
Epoch 4, 	Batch:1, 	Train Loss = 0.698063, 	Val Loss = 0.464829
Epoch 4, 	Batch:2, 	Train Loss = 0.638557, 	Val Loss = 0.464829
Epoch 4, 	Batch:3, 	Train Loss = 0.528914, 	Val Loss = 0.464829
Epoch 4, 	Batch:4, 	Train Loss = 0.529387, 	Val Loss = 0.464829
Epoch 4, 	Batch:5, 	Train Loss = 0.492581, 	Val Loss = 0.464829
Epoch 4, 	Batch:6, 	Train Loss = 0.583103, 	Val Loss = 0.464829
Epoch 4, 	Batch:7, 	Train Loss = 0.569642, 	Val Loss = 0.464829
Epoch 4, 	Batch:8, 	Train Loss = 0.580634, 	Val Loss = 0.464829
Epoch 4, 	Batch:9, 	Train Loss = 0.563025, 	Val Loss = 0.464829
Epoch 4, 	Batch:10, 	Train Loss = 0.534276, 	Val Loss = 0.464829
Epoch 4, 	Batch:11, 	Train Loss = 0.544300, 	Val Loss = 0.464829
Epoch 4, 	Batch:12, 	Train Loss = 0.551411, 	Val Loss = 0.464829
Epoch 4, 	Batch:13, 	Train Loss = 0.527033, 	Val Loss = 0.464829
Epoch 4, 	Batch:14, 	Train Loss = 0.525776, 	Val Loss = 0.464829
Epoch 4, 	Batch:15, 	Train Loss = 0.506327, 	Val Loss = 0.464829
Epoch 5, 	Batch:0, 	Train Loss = 0.463694, 	Val Loss = 0.374768
Epoch 5, 	Batch:1, 	Train Loss = 0.618926, 	Val Loss = 0.374768
Epoch 5, 	Batch:2, 	Train Loss = 0.590472, 	Val Loss = 0.374768
Epoch 5, 	Batch:3, 	Train Loss = 0.498217, 	Val Loss = 0.374768
Epoch 5, 	Batch:4, 	Train Loss = 0.502514, 	Val Loss = 0.374768
Epoch 5, 	Batch:5, 	Train Loss = 0.466334, 	Val Loss = 0.374768
Epoch 5, 	Batch:6, 	Train Loss = 0.562579, 	Val Loss = 0.374768
Epoch 5, 	Batch:7, 	Train Loss = 0.554359, 	Val Loss = 0.374768
Epoch 5, 	Batch:8, 	Train Loss = 0.570041, 	Val Loss = 0.374768
Epoch 5, 	Batch:9, 	Train Loss = 0.550488, 	Val Loss = 0.374768
Epoch 5, 	Batch:10, 	Train Loss = 0.517051, 	Val Loss = 0.374768
Epoch 5, 	Batch:11, 	Train Loss = 0.521054, 	Val Loss = 0.374768
Epoch 5, 	Batch:12, 	Train Loss = 0.529863, 	Val Loss = 0.374768
Epoch 5, 	Batch:13, 	Train Loss = 0.522505, 	Val Loss = 0.374768
Epoch 5, 	Batch:14, 	Train Loss = 0.525591, 	Val Loss = 0.374768
Epoch 5, 	Batch:15, 	Train Loss = 0.515431, 	Val Loss = 0.374768
Epoch 6, 	Batch:0, 	Train Loss = 0.567940, 	Val Loss = 0.590319
