Job runs on node:
lrdn4992
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=4
EPOCHS=150
OPTSTEP=0.2
BATCHSIZE=5
VALSPLIT=0.2
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
NO JAX
256

Epoch 1, 	Batch:0, 	Train Loss = 2.393625, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 2.308300, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 2.608814, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 2.750393, 	Val Loss = 0.000000
Epoch 1, 	Batch:4, 	Train Loss = 2.841606, 	Val Loss = 0.000000
Epoch 1, 	Batch:5, 	Train Loss = 2.803839, 	Val Loss = 0.000000
Epoch 1, 	Batch:6, 	Train Loss = 2.732534, 	Val Loss = 0.000000
Epoch 1, 	Batch:7, 	Train Loss = 2.632195, 	Val Loss = 0.000000
Epoch 1, 	Batch:8, 	Train Loss = 2.607159, 	Val Loss = 0.000000
Epoch 1, 	Batch:9, 	Train Loss = 2.562551, 	Val Loss = 0.000000
Epoch 1, 	Batch:10, 	Train Loss = 2.517286, 	Val Loss = 0.000000
Epoch 1, 	Batch:11, 	Train Loss = 2.437757, 	Val Loss = 0.000000
Epoch 1, 	Batch:12, 	Train Loss = 2.354621, 	Val Loss = 0.000000
Epoch 1, 	Batch:13, 	Train Loss = 2.300486, 	Val Loss = 0.000000
Epoch 1, 	Batch:14, 	Train Loss = 2.251755, 	Val Loss = 0.000000
Epoch 1, 	Batch:15, 	Train Loss = 2.209149, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 1.465687, 	Val Loss = 1.240453
Epoch 2, 	Batch:1, 	Train Loss = 1.330679, 	Val Loss = 1.240453
Epoch 2, 	Batch:2, 	Train Loss = 1.316548, 	Val Loss = 1.240453
Epoch 2, 	Batch:3, 	Train Loss = 1.324974, 	Val Loss = 1.240453
Epoch 2, 	Batch:4, 	Train Loss = 1.340156, 	Val Loss = 1.240453
Epoch 2, 	Batch:5, 	Train Loss = 1.336831, 	Val Loss = 1.240453
Epoch 2, 	Batch:6, 	Train Loss = 1.252706, 	Val Loss = 1.240453
Epoch 2, 	Batch:7, 	Train Loss = 1.207733, 	Val Loss = 1.240453
Epoch 2, 	Batch:8, 	Train Loss = 1.189859, 	Val Loss = 1.240453
Epoch 2, 	Batch:9, 	Train Loss = 1.199389, 	Val Loss = 1.240453
Epoch 2, 	Batch:10, 	Train Loss = 1.186968, 	Val Loss = 1.240453
Epoch 2, 	Batch:11, 	Train Loss = 1.135242, 	Val Loss = 1.240453
Epoch 2, 	Batch:12, 	Train Loss = 1.118582, 	Val Loss = 1.240453
Epoch 2, 	Batch:13, 	Train Loss = 1.067515, 	Val Loss = 1.240453
Epoch 2, 	Batch:14, 	Train Loss = 1.042494, 	Val Loss = 1.240453
Epoch 2, 	Batch:15, 	Train Loss = 1.020495, 	Val Loss = 1.240453
Epoch 3, 	Batch:0, 	Train Loss = 0.985667, 	Val Loss = 0.743389
Epoch 3, 	Batch:1, 	Train Loss = 0.765605, 	Val Loss = 0.743389
Epoch 3, 	Batch:2, 	Train Loss = 0.646539, 	Val Loss = 0.743389
Epoch 3, 	Batch:3, 	Train Loss = 0.639687, 	Val Loss = 0.743389
Epoch 3, 	Batch:4, 	Train Loss = 0.658845, 	Val Loss = 0.743389
Epoch 3, 	Batch:5, 	Train Loss = 0.659273, 	Val Loss = 0.743389
Epoch 3, 	Batch:6, 	Train Loss = 0.638992, 	Val Loss = 0.743389
Epoch 3, 	Batch:7, 	Train Loss = 0.643396, 	Val Loss = 0.743389
Epoch 3, 	Batch:8, 	Train Loss = 0.673891, 	Val Loss = 0.743389
Epoch 3, 	Batch:9, 	Train Loss = 0.701518, 	Val Loss = 0.743389
Epoch 3, 	Batch:10, 	Train Loss = 0.701574, 	Val Loss = 0.743389
Epoch 3, 	Batch:11, 	Train Loss = 0.673844, 	Val Loss = 0.743389
Epoch 3, 	Batch:12, 	Train Loss = 0.680165, 	Val Loss = 0.743389
Epoch 3, 	Batch:13, 	Train Loss = 0.659239, 	Val Loss = 0.743389
Epoch 3, 	Batch:14, 	Train Loss = 0.651441, 	Val Loss = 0.743389
Epoch 3, 	Batch:15, 	Train Loss = 0.641420, 	Val Loss = 0.743389
Epoch 4, 	Batch:0, 	Train Loss = 1.076743, 	Val Loss = 0.565289
Epoch 4, 	Batch:1, 	Train Loss = 0.750661, 	Val Loss = 0.565289
Epoch 4, 	Batch:2, 	Train Loss = 0.626953, 	Val Loss = 0.565289
Epoch 4, 	Batch:3, 	Train Loss = 0.594893, 	Val Loss = 0.565289
Epoch 4, 	Batch:4, 	Train Loss = 0.601480, 	Val Loss = 0.565289
Epoch 4, 	Batch:5, 	Train Loss = 0.616000, 	Val Loss = 0.565289
Epoch 4, 	Batch:6, 	Train Loss = 0.601011, 	Val Loss = 0.565289
Epoch 4, 	Batch:7, 	Train Loss = 0.597027, 	Val Loss = 0.565289
Epoch 4, 	Batch:8, 	Train Loss = 0.620596, 	Val Loss = 0.565289
Epoch 4, 	Batch:9, 	Train Loss = 0.639352, 	Val Loss = 0.565289
Epoch 4, 	Batch:10, 	Train Loss = 0.631001, 	Val Loss = 0.565289
Epoch 4, 	Batch:11, 	Train Loss = 0.610968, 	Val Loss = 0.565289
Epoch 4, 	Batch:12, 	Train Loss = 0.612363, 	Val Loss = 0.565289
Epoch 4, 	Batch:13, 	Train Loss = 0.610901, 	Val Loss = 0.565289
Epoch 4, 	Batch:14, 	Train Loss = 0.606586, 	Val Loss = 0.565289
Epoch 4, 	Batch:15, 	Train Loss = 0.601518, 	Val Loss = 0.565289
Epoch 5, 	Batch:0, 	Train Loss = 0.809387, 	Val Loss = 0.537529
Epoch 5, 	Batch:1, 	Train Loss = 0.743782, 	Val Loss = 0.537529
Epoch 5, 	Batch:2, 	Train Loss = 0.686637, 	Val Loss = 0.537529
Epoch 5, 	Batch:3, 	Train Loss = 0.656647, 	Val Loss = 0.537529
Epoch 5, 	Batch:4, 	Train Loss = 0.650683, 	Val Loss = 0.537529
Epoch 5, 	Batch:5, 	Train Loss = 0.647570, 	Val Loss = 0.537529
Epoch 5, 	Batch:6, 	Train Loss = 0.632347, 	Val Loss = 0.537529
Epoch 5, 	Batch:7, 	Train Loss = 0.629362, 	Val Loss = 0.537529
Epoch 5, 	Batch:8, 	Train Loss = 0.659740, 	Val Loss = 0.537529
Epoch 5, 	Batch:9, 	Train Loss = 0.669305, 	Val Loss = 0.537529
Epoch 5, 	Batch:10, 	Train Loss = 0.672401, 	Val Loss = 0.537529
Epoch 5, 	Batch:11, 	Train Loss = 0.671018, 	Val Loss = 0.537529
Epoch 5, 	Batch:12, 	Train Loss = 0.662590, 	Val Loss = 0.537529
Epoch 5, 	Batch:13, 	Train Loss = 0.667648, 	Val Loss = 0.537529
Epoch 5, 	Batch:14, 	Train Loss = 0.669457, 	Val Loss = 0.537529
Epoch 5, 	Batch:15, 	Train Loss = 0.668117, 	Val Loss = 0.537529
Epoch 6, 	Batch:0, 	Train Loss = 1.019013, 	Val Loss = 0.783899
Epoch 6, 	Batch:1, 	Train Loss = 0.791060, 	Val Loss = 0.783899
Epoch 6, 	Batch:2, 	Train Loss = 0.686382, 	Val Loss = 0.783899
Epoch 6, 	Batch:3, 	Train Loss = 0.634257, 	Val Loss = 0.783899
Epoch 6, 	Batch:4, 	Train Loss = 0.637982, 	Val Loss = 0.783899
Epoch 6, 	Batch:5, 	Train Loss = 0.628036, 	Val Loss = 0.783899
Epoch 6, 	Batch:6, 	Train Loss = 0.608484, 	Val Loss = 0.783899
Epoch 6, 	Batch:7, 	Train Loss = 0.609086, 	Val Loss = 0.783899
Epoch 6, 	Batch:8, 	Train Loss = 0.628769, 	Val Loss = 0.783899
Epoch 6, 	Batch:9, 	Train Loss = 0.643252, 	Val Loss = 0.783899
Epoch 6, 	Batch:10, 	Train Loss = 0.636075, 	Val Loss = 0.783899
Epoch 6, 	Batch:11, 	Train Loss = 0.624605, 	Val Loss = 0.783899
Epoch 6, 	Batch:12, 	Train Loss = 0.619687, 	Val Loss = 0.783899
Epoch 6, 	Batch:13, 	Train Loss = 0.602255, 	Val Loss = 0.783899
Epoch 6, 	Batch:14, 	Train Loss = 0.591830, 	Val Loss = 0.783899
Epoch 6, 	Batch:15, 	Train Loss = 0.594957, 	Val Loss = 0.783899
Epoch 7, 	Batch:0, 	Train Loss = 1.043803, 	Val Loss = 0.555036
Epoch 7, 	Batch:1, 	Train Loss = 0.725672, 	Val Loss = 0.555036
Epoch 7, 	Batch:2, 	Train Loss = 0.572866, 	Val Loss = 0.555036
Epoch 7, 	Batch:3, 	Train Loss = 0.525722, 	Val Loss = 0.555036
Epoch 7, 	Batch:4, 	Train Loss = 0.555662, 	Val Loss = 0.555036
Epoch 7, 	Batch:5, 	Train Loss = 0.564888, 	Val Loss = 0.555036
Epoch 7, 	Batch:6, 	Train Loss = 0.549740, 	Val Loss = 0.555036
Epoch 7, 	Batch:7, 	Train Loss = 0.537090, 	Val Loss = 0.555036
Epoch 7, 	Batch:8, 	Train Loss = 0.550442, 	Val Loss = 0.555036
Epoch 7, 	Batch:9, 	Train Loss = 0.566668, 	Val Loss = 0.555036
Epoch 7, 	Batch:10, 	Train Loss = 0.569940, 	Val Loss = 0.555036
Epoch 7, 	Batch:11, 	Train Loss = 0.556694, 	Val Loss = 0.555036
Epoch 7, 	Batch:12, 	Train Loss = 0.554374, 	Val Loss = 0.555036
Epoch 7, 	Batch:13, 	Train Loss = 0.540829, 	Val Loss = 0.555036
Epoch 7, 	Batch:14, 	Train Loss = 0.531797, 	Val Loss = 0.555036
Epoch 7, 	Batch:15, 	Train Loss = 0.531717, 	Val Loss = 0.555036
Epoch 8, 	Batch:0, 	Train Loss = 0.951279, 	Val Loss = 0.576226
Epoch 8, 	Batch:1, 	Train Loss = 0.647316, 	Val Loss = 0.576226
Epoch 8, 	Batch:2, 	Train Loss = 0.500129, 	Val Loss = 0.576226
Epoch 8, 	Batch:3, 	Train Loss = 0.466650, 	Val Loss = 0.576226
Epoch 8, 	Batch:4, 	Train Loss = 0.469830, 	Val Loss = 0.576226
Epoch 8, 	Batch:5, 	Train Loss = 0.482903, 	Val Loss = 0.576226
Epoch 8, 	Batch:6, 	Train Loss = 0.465579, 	Val Loss = 0.576226
Epoch 8, 	Batch:7, 	Train Loss = 0.473983, 	Val Loss = 0.576226
Epoch 8, 	Batch:8, 	Train Loss = 0.498175, 	Val Loss = 0.576226
Epoch 8, 	Batch:9, 	Train Loss = 0.512078, 	Val Loss = 0.576226
Epoch 8, 	Batch:10, 	Train Loss = 0.513431, 	Val Loss = 0.576226
Epoch 8, 	Batch:11, 	Train Loss = 0.505413, 	Val Loss = 0.576226
Epoch 8, 	Batch:12, 	Train Loss = 0.507695, 	Val Loss = 0.576226
Epoch 8, 	Batch:13, 	Train Loss = 0.493333, 	Val Loss = 0.576226
Epoch 8, 	Batch:14, 	Train Loss = 0.493815, 	Val Loss = 0.576226
Epoch 8, 	Batch:15, 	Train Loss = 0.496214, 	Val Loss = 0.576226
Epoch 9, 	Batch:0, 	Train Loss = 0.924568, 	Val Loss = 0.513986
Epoch 9, 	Batch:1, 	Train Loss = 0.684672, 	Val Loss = 0.513986
Epoch 9, 	Batch:2, 	Train Loss = 0.566709, 	Val Loss = 0.513986
Epoch 9, 	Batch:3, 	Train Loss = 0.519487, 	Val Loss = 0.513986
Epoch 9, 	Batch:4, 	Train Loss = 0.503856, 	Val Loss = 0.513986
Epoch 9, 	Batch:5, 	Train Loss = 0.496790, 	Val Loss = 0.513986
Epoch 9, 	Batch:6, 	Train Loss = 0.492888, 	Val Loss = 0.513986
Epoch 9, 	Batch:7, 	Train Loss = 0.492675, 	Val Loss = 0.513986
Epoch 9, 	Batch:8, 	Train Loss = 0.503302, 	Val Loss = 0.513986
