Job runs on node:
lrdn4986
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=6
EPOCHS=150
OPTSTEP=0.2
BATCHSIZE=10
VALSPLIT=0.2
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
NO JAX
256

Epoch 1, 	Batch:0, 	Train Loss = 3.451141, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 3.737276, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 3.862847, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 3.528843, 	Val Loss = 0.000000
Epoch 1, 	Batch:4, 	Train Loss = 3.515687, 	Val Loss = 0.000000
Epoch 1, 	Batch:5, 	Train Loss = 3.499268, 	Val Loss = 0.000000
Epoch 1, 	Batch:6, 	Train Loss = 3.408537, 	Val Loss = 0.000000
Epoch 1, 	Batch:7, 	Train Loss = 3.354859, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 2.416052, 	Val Loss = 2.515675
Epoch 2, 	Batch:1, 	Train Loss = 1.875172, 	Val Loss = 2.515675
Epoch 2, 	Batch:2, 	Train Loss = 1.792753, 	Val Loss = 2.515675
Epoch 2, 	Batch:3, 	Train Loss = 1.682299, 	Val Loss = 2.515675
Epoch 2, 	Batch:4, 	Train Loss = 1.772108, 	Val Loss = 2.515675
Epoch 2, 	Batch:5, 	Train Loss = 1.857460, 	Val Loss = 2.515675
Epoch 2, 	Batch:6, 	Train Loss = 1.804154, 	Val Loss = 2.515675
Epoch 2, 	Batch:7, 	Train Loss = 1.728747, 	Val Loss = 2.515675
Epoch 3, 	Batch:0, 	Train Loss = 1.320789, 	Val Loss = 1.350082
Epoch 3, 	Batch:1, 	Train Loss = 1.226846, 	Val Loss = 1.350082
Epoch 3, 	Batch:2, 	Train Loss = 1.318670, 	Val Loss = 1.350082
Epoch 3, 	Batch:3, 	Train Loss = 1.313089, 	Val Loss = 1.350082
Epoch 3, 	Batch:4, 	Train Loss = 1.420431, 	Val Loss = 1.350082
Epoch 3, 	Batch:5, 	Train Loss = 1.478343, 	Val Loss = 1.350082
Epoch 3, 	Batch:6, 	Train Loss = 1.508042, 	Val Loss = 1.350082
Epoch 3, 	Batch:7, 	Train Loss = 1.479680, 	Val Loss = 1.350082
Epoch 4, 	Batch:0, 	Train Loss = 0.631437, 	Val Loss = 1.196355
Epoch 4, 	Batch:1, 	Train Loss = 0.722803, 	Val Loss = 1.196355
Epoch 4, 	Batch:2, 	Train Loss = 0.806772, 	Val Loss = 1.196355
Epoch 4, 	Batch:3, 	Train Loss = 0.821108, 	Val Loss = 1.196355
Epoch 4, 	Batch:4, 	Train Loss = 0.987714, 	Val Loss = 1.196355
Epoch 4, 	Batch:5, 	Train Loss = 1.074047, 	Val Loss = 1.196355
Epoch 4, 	Batch:6, 	Train Loss = 1.048163, 	Val Loss = 1.196355
Epoch 4, 	Batch:7, 	Train Loss = 1.051537, 	Val Loss = 1.196355
Epoch 5, 	Batch:0, 	Train Loss = 0.874355, 	Val Loss = 0.644159
Epoch 5, 	Batch:1, 	Train Loss = 0.839868, 	Val Loss = 0.644159
Epoch 5, 	Batch:2, 	Train Loss = 0.881018, 	Val Loss = 0.644159
Epoch 5, 	Batch:3, 	Train Loss = 0.911417, 	Val Loss = 0.644159
Epoch 5, 	Batch:4, 	Train Loss = 1.064319, 	Val Loss = 0.644159
Epoch 5, 	Batch:5, 	Train Loss = 1.200222, 	Val Loss = 0.644159
Epoch 5, 	Batch:6, 	Train Loss = 1.150582, 	Val Loss = 0.644159
Epoch 5, 	Batch:7, 	Train Loss = 1.138192, 	Val Loss = 0.644159
Epoch 6, 	Batch:0, 	Train Loss = 1.137408, 	Val Loss = 0.955335
Epoch 6, 	Batch:1, 	Train Loss = 0.941677, 	Val Loss = 0.955335
Epoch 6, 	Batch:2, 	Train Loss = 0.850133, 	Val Loss = 0.955335
Epoch 6, 	Batch:3, 	Train Loss = 0.830256, 	Val Loss = 0.955335
Epoch 6, 	Batch:4, 	Train Loss = 0.930060, 	Val Loss = 0.955335
Epoch 6, 	Batch:5, 	Train Loss = 1.055065, 	Val Loss = 0.955335
Epoch 6, 	Batch:6, 	Train Loss = 1.054205, 	Val Loss = 0.955335
Epoch 6, 	Batch:7, 	Train Loss = 1.037691, 	Val Loss = 0.955335
Epoch 7, 	Batch:0, 	Train Loss = 1.017141, 	Val Loss = 0.631764
Epoch 7, 	Batch:1, 	Train Loss = 0.895148, 	Val Loss = 0.631764
Epoch 7, 	Batch:2, 	Train Loss = 0.870164, 	Val Loss = 0.631764
Epoch 7, 	Batch:3, 	Train Loss = 0.865815, 	Val Loss = 0.631764
Epoch 7, 	Batch:4, 	Train Loss = 0.964224, 	Val Loss = 0.631764
Epoch 7, 	Batch:5, 	Train Loss = 1.099591, 	Val Loss = 0.631764
Epoch 7, 	Batch:6, 	Train Loss = 1.103048, 	Val Loss = 0.631764
Epoch 7, 	Batch:7, 	Train Loss = 1.097627, 	Val Loss = 0.631764
Epoch 8, 	Batch:0, 	Train Loss = 1.095723, 	Val Loss = 0.935731
Epoch 8, 	Batch:1, 	Train Loss = 0.916910, 	Val Loss = 0.935731
Epoch 8, 	Batch:2, 	Train Loss = 0.934321, 	Val Loss = 0.935731
Epoch 8, 	Batch:3, 	Train Loss = 0.864901, 	Val Loss = 0.935731
Epoch 8, 	Batch:4, 	Train Loss = 0.892836, 	Val Loss = 0.935731
Epoch 8, 	Batch:5, 	Train Loss = 0.984224, 	Val Loss = 0.935731
Epoch 8, 	Batch:6, 	Train Loss = 1.026666, 	Val Loss = 0.935731
Epoch 8, 	Batch:7, 	Train Loss = 0.994322, 	Val Loss = 0.935731
Epoch 9, 	Batch:0, 	Train Loss = 0.922325, 	Val Loss = 0.986907
