Job runs on node:
lrdn4989
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=4
EPOCHS=150
OPTSTEP=0.2
BATCHSIZE=10
VALSPLIT=0.2
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
NO JAX
256

Epoch 1, 	Batch:0, 	Train Loss = 0.944659, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 0.886231, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 0.835697, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 0.776943, 	Val Loss = 0.000000
Epoch 1, 	Batch:4, 	Train Loss = 0.717711, 	Val Loss = 0.000000
Epoch 1, 	Batch:5, 	Train Loss = 0.663075, 	Val Loss = 0.000000
Epoch 1, 	Batch:6, 	Train Loss = 0.640465, 	Val Loss = 0.000000
Epoch 1, 	Batch:7, 	Train Loss = 0.602514, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 0.417873, 	Val Loss = 0.339469
Epoch 2, 	Batch:1, 	Train Loss = 0.425656, 	Val Loss = 0.339469
Epoch 2, 	Batch:2, 	Train Loss = 0.364826, 	Val Loss = 0.339469
Epoch 2, 	Batch:3, 	Train Loss = 0.330600, 	Val Loss = 0.339469
Epoch 2, 	Batch:4, 	Train Loss = 0.305748, 	Val Loss = 0.339469
Epoch 2, 	Batch:5, 	Train Loss = 0.282689, 	Val Loss = 0.339469
Epoch 2, 	Batch:6, 	Train Loss = 0.298407, 	Val Loss = 0.339469
Epoch 2, 	Batch:7, 	Train Loss = 0.287346, 	Val Loss = 0.339469
Epoch 3, 	Batch:0, 	Train Loss = 0.340493, 	Val Loss = 0.249970
Epoch 3, 	Batch:1, 	Train Loss = 0.351476, 	Val Loss = 0.249970
Epoch 3, 	Batch:2, 	Train Loss = 0.297382, 	Val Loss = 0.249970
Epoch 3, 	Batch:3, 	Train Loss = 0.269768, 	Val Loss = 0.249970
Epoch 3, 	Batch:4, 	Train Loss = 0.251484, 	Val Loss = 0.249970
Epoch 3, 	Batch:5, 	Train Loss = 0.231282, 	Val Loss = 0.249970
Epoch 3, 	Batch:6, 	Train Loss = 0.249924, 	Val Loss = 0.249970
Epoch 3, 	Batch:7, 	Train Loss = 0.239894, 	Val Loss = 0.249970
Epoch 4, 	Batch:0, 	Train Loss = 0.306580, 	Val Loss = 0.217203
Epoch 4, 	Batch:1, 	Train Loss = 0.320093, 	Val Loss = 0.217203
Epoch 4, 	Batch:2, 	Train Loss = 0.269084, 	Val Loss = 0.217203
Epoch 4, 	Batch:3, 	Train Loss = 0.241797, 	Val Loss = 0.217203
Epoch 4, 	Batch:4, 	Train Loss = 0.223168, 	Val Loss = 0.217203
Epoch 4, 	Batch:5, 	Train Loss = 0.204576, 	Val Loss = 0.217203
Epoch 4, 	Batch:6, 	Train Loss = 0.223822, 	Val Loss = 0.217203
Epoch 4, 	Batch:7, 	Train Loss = 0.215525, 	Val Loss = 0.217203
Epoch 5, 	Batch:0, 	Train Loss = 0.275448, 	Val Loss = 0.193445
Epoch 5, 	Batch:1, 	Train Loss = 0.282050, 	Val Loss = 0.193445
Epoch 5, 	Batch:2, 	Train Loss = 0.238723, 	Val Loss = 0.193445
Epoch 5, 	Batch:3, 	Train Loss = 0.217781, 	Val Loss = 0.193445
Epoch 5, 	Batch:4, 	Train Loss = 0.203773, 	Val Loss = 0.193445
Epoch 5, 	Batch:5, 	Train Loss = 0.187815, 	Val Loss = 0.193445
Epoch 5, 	Batch:6, 	Train Loss = 0.205902, 	Val Loss = 0.193445
Epoch 5, 	Batch:7, 	Train Loss = 0.199276, 	Val Loss = 0.193445
Epoch 6, 	Batch:0, 	Train Loss = 0.267244, 	Val Loss = 0.190096
Epoch 6, 	Batch:1, 	Train Loss = 0.276159, 	Val Loss = 0.190096
Epoch 6, 	Batch:2, 	Train Loss = 0.230183, 	Val Loss = 0.190096
Epoch 6, 	Batch:3, 	Train Loss = 0.209836, 	Val Loss = 0.190096
Epoch 6, 	Batch:4, 	Train Loss = 0.196424, 	Val Loss = 0.190096
Epoch 6, 	Batch:5, 	Train Loss = 0.180915, 	Val Loss = 0.190096
Epoch 6, 	Batch:6, 	Train Loss = 0.198056, 	Val Loss = 0.190096
Epoch 6, 	Batch:7, 	Train Loss = 0.191009, 	Val Loss = 0.190096
Epoch 7, 	Batch:0, 	Train Loss = 0.262240, 	Val Loss = 0.186247
Epoch 7, 	Batch:1, 	Train Loss = 0.271971, 	Val Loss = 0.186247
Epoch 7, 	Batch:2, 	Train Loss = 0.224350, 	Val Loss = 0.186247
Epoch 7, 	Batch:3, 	Train Loss = 0.202248, 	Val Loss = 0.186247
