Job runs on node:
lrdn4992
COSTTYPE=earth-mover
NUMINPUTQUBITS=8
NUMMIDDLEQUBIT=4
EPOCHS=150
OPTSTEP=0.2
BATCHSIZE=5
VALSPLIT=0.2
LISTOPSUPPORT=1 2 3
LISTOPSUPPORTPROBS=1. 1. 1.
LISTOPSUPPORTMAXRANGE=1 5 3
NO JAX
256

Epoch 1, 	Batch:0, 	Train Loss = 2.434842, 	Val Loss = 0.000000
Epoch 1, 	Batch:1, 	Train Loss = 2.455618, 	Val Loss = 0.000000
Epoch 1, 	Batch:2, 	Train Loss = 2.555073, 	Val Loss = 0.000000
Epoch 1, 	Batch:3, 	Train Loss = 2.570932, 	Val Loss = 0.000000
Epoch 1, 	Batch:4, 	Train Loss = 2.391623, 	Val Loss = 0.000000
Epoch 1, 	Batch:5, 	Train Loss = 2.336923, 	Val Loss = 0.000000
Epoch 1, 	Batch:6, 	Train Loss = 2.184094, 	Val Loss = 0.000000
Epoch 1, 	Batch:7, 	Train Loss = 2.048120, 	Val Loss = 0.000000
Epoch 1, 	Batch:8, 	Train Loss = 1.912230, 	Val Loss = 0.000000
Epoch 1, 	Batch:9, 	Train Loss = 1.842181, 	Val Loss = 0.000000
Epoch 1, 	Batch:10, 	Train Loss = 1.793902, 	Val Loss = 0.000000
Epoch 1, 	Batch:11, 	Train Loss = 1.720409, 	Val Loss = 0.000000
Epoch 1, 	Batch:12, 	Train Loss = 1.682437, 	Val Loss = 0.000000
Epoch 1, 	Batch:13, 	Train Loss = 1.617988, 	Val Loss = 0.000000
Epoch 1, 	Batch:14, 	Train Loss = 1.567843, 	Val Loss = 0.000000
Epoch 1, 	Batch:15, 	Train Loss = 1.513037, 	Val Loss = 0.000000
Epoch 2, 	Batch:0, 	Train Loss = 1.495673, 	Val Loss = 0.970270
Epoch 2, 	Batch:1, 	Train Loss = 1.341613, 	Val Loss = 0.970270
Epoch 2, 	Batch:2, 	Train Loss = 1.308818, 	Val Loss = 0.970270
Epoch 2, 	Batch:3, 	Train Loss = 1.224349, 	Val Loss = 0.970270
Epoch 2, 	Batch:4, 	Train Loss = 1.172759, 	Val Loss = 0.970270
Epoch 2, 	Batch:5, 	Train Loss = 1.188603, 	Val Loss = 0.970270
Epoch 2, 	Batch:6, 	Train Loss = 1.084137, 	Val Loss = 0.970270
Epoch 2, 	Batch:7, 	Train Loss = 1.006159, 	Val Loss = 0.970270
Epoch 2, 	Batch:8, 	Train Loss = 0.939831, 	Val Loss = 0.970270
Epoch 2, 	Batch:9, 	Train Loss = 0.900202, 	Val Loss = 0.970270
Epoch 2, 	Batch:10, 	Train Loss = 0.886236, 	Val Loss = 0.970270
Epoch 2, 	Batch:11, 	Train Loss = 0.836051, 	Val Loss = 0.970270
Epoch 2, 	Batch:12, 	Train Loss = 0.856267, 	Val Loss = 0.970270
Epoch 2, 	Batch:13, 	Train Loss = 0.843021, 	Val Loss = 0.970270
Epoch 2, 	Batch:14, 	Train Loss = 0.837235, 	Val Loss = 0.970270
Epoch 2, 	Batch:15, 	Train Loss = 0.812580, 	Val Loss = 0.970270
Epoch 3, 	Batch:0, 	Train Loss = 1.069890, 	Val Loss = 0.686145
Epoch 3, 	Batch:1, 	Train Loss = 1.068064, 	Val Loss = 0.686145
Epoch 3, 	Batch:2, 	Train Loss = 1.052742, 	Val Loss = 0.686145
Epoch 3, 	Batch:3, 	Train Loss = 1.014194, 	Val Loss = 0.686145
Epoch 3, 	Batch:4, 	Train Loss = 0.944295, 	Val Loss = 0.686145
Epoch 3, 	Batch:5, 	Train Loss = 0.939943, 	Val Loss = 0.686145
Epoch 3, 	Batch:6, 	Train Loss = 0.872233, 	Val Loss = 0.686145
Epoch 3, 	Batch:7, 	Train Loss = 0.816829, 	Val Loss = 0.686145
Epoch 3, 	Batch:8, 	Train Loss = 0.787176, 	Val Loss = 0.686145
Epoch 3, 	Batch:9, 	Train Loss = 0.770264, 	Val Loss = 0.686145
Epoch 3, 	Batch:10, 	Train Loss = 0.758457, 	Val Loss = 0.686145
Epoch 3, 	Batch:11, 	Train Loss = 0.723247, 	Val Loss = 0.686145
Epoch 3, 	Batch:12, 	Train Loss = 0.728211, 	Val Loss = 0.686145
Epoch 3, 	Batch:13, 	Train Loss = 0.712454, 	Val Loss = 0.686145
Epoch 3, 	Batch:14, 	Train Loss = 0.707714, 	Val Loss = 0.686145
Epoch 3, 	Batch:15, 	Train Loss = 0.693617, 	Val Loss = 0.686145
Epoch 4, 	Batch:0, 	Train Loss = 0.911885, 	Val Loss = 0.643401
Epoch 4, 	Batch:1, 	Train Loss = 0.851491, 	Val Loss = 0.643401
Epoch 4, 	Batch:2, 	Train Loss = 0.815121, 	Val Loss = 0.643401
Epoch 4, 	Batch:3, 	Train Loss = 0.794324, 	Val Loss = 0.643401
Epoch 4, 	Batch:4, 	Train Loss = 0.740103, 	Val Loss = 0.643401
Epoch 4, 	Batch:5, 	Train Loss = 0.724013, 	Val Loss = 0.643401
Epoch 4, 	Batch:6, 	Train Loss = 0.678293, 	Val Loss = 0.643401
Epoch 4, 	Batch:7, 	Train Loss = 0.658919, 	Val Loss = 0.643401
Epoch 4, 	Batch:8, 	Train Loss = 0.630793, 	Val Loss = 0.643401
Epoch 4, 	Batch:9, 	Train Loss = 0.614764, 	Val Loss = 0.643401
Epoch 4, 	Batch:10, 	Train Loss = 0.612339, 	Val Loss = 0.643401
Epoch 4, 	Batch:11, 	Train Loss = 0.585639, 	Val Loss = 0.643401
Epoch 4, 	Batch:12, 	Train Loss = 0.604897, 	Val Loss = 0.643401
Epoch 4, 	Batch:13, 	Train Loss = 0.595077, 	Val Loss = 0.643401
Epoch 4, 	Batch:14, 	Train Loss = 0.590936, 	Val Loss = 0.643401
Epoch 4, 	Batch:15, 	Train Loss = 0.574865, 	Val Loss = 0.643401
Epoch 5, 	Batch:0, 	Train Loss = 0.837524, 	Val Loss = 0.616838
Epoch 5, 	Batch:1, 	Train Loss = 0.750280, 	Val Loss = 0.616838
Epoch 5, 	Batch:2, 	Train Loss = 0.737147, 	Val Loss = 0.616838
Epoch 5, 	Batch:3, 	Train Loss = 0.746811, 	Val Loss = 0.616838
Epoch 5, 	Batch:4, 	Train Loss = 0.723493, 	Val Loss = 0.616838
Epoch 5, 	Batch:5, 	Train Loss = 0.695131, 	Val Loss = 0.616838
Epoch 5, 	Batch:6, 	Train Loss = 0.651325, 	Val Loss = 0.616838
Epoch 5, 	Batch:7, 	Train Loss = 0.624266, 	Val Loss = 0.616838
Epoch 5, 	Batch:8, 	Train Loss = 0.600008, 	Val Loss = 0.616838
Epoch 5, 	Batch:9, 	Train Loss = 0.595006, 	Val Loss = 0.616838
Epoch 5, 	Batch:10, 	Train Loss = 0.612680, 	Val Loss = 0.616838
Epoch 5, 	Batch:11, 	Train Loss = 0.611209, 	Val Loss = 0.616838
Epoch 5, 	Batch:12, 	Train Loss = 0.629068, 	Val Loss = 0.616838
Epoch 5, 	Batch:13, 	Train Loss = 0.637403, 	Val Loss = 0.616838
Epoch 5, 	Batch:14, 	Train Loss = 0.636461, 	Val Loss = 0.616838
Epoch 5, 	Batch:15, 	Train Loss = 0.618270, 	Val Loss = 0.616838
Epoch 6, 	Batch:0, 	Train Loss = 0.865968, 	Val Loss = 0.614855
Epoch 6, 	Batch:1, 	Train Loss = 0.794352, 	Val Loss = 0.614855
Epoch 6, 	Batch:2, 	Train Loss = 0.728242, 	Val Loss = 0.614855
Epoch 6, 	Batch:3, 	Train Loss = 0.715779, 	Val Loss = 0.614855
Epoch 6, 	Batch:4, 	Train Loss = 0.681584, 	Val Loss = 0.614855
Epoch 6, 	Batch:5, 	Train Loss = 0.665522, 	Val Loss = 0.614855
Epoch 6, 	Batch:6, 	Train Loss = 0.622810, 	Val Loss = 0.614855
Epoch 6, 	Batch:7, 	Train Loss = 0.588413, 	Val Loss = 0.614855
Epoch 6, 	Batch:8, 	Train Loss = 0.555734, 	Val Loss = 0.614855
Epoch 6, 	Batch:9, 	Train Loss = 0.542987, 	Val Loss = 0.614855
Epoch 6, 	Batch:10, 	Train Loss = 0.544000, 	Val Loss = 0.614855
Epoch 6, 	Batch:11, 	Train Loss = 0.519063, 	Val Loss = 0.614855
Epoch 6, 	Batch:12, 	Train Loss = 0.535221, 	Val Loss = 0.614855
Epoch 6, 	Batch:13, 	Train Loss = 0.530825, 	Val Loss = 0.614855
Epoch 6, 	Batch:14, 	Train Loss = 0.532489, 	Val Loss = 0.614855
Epoch 6, 	Batch:15, 	Train Loss = 0.511041, 	Val Loss = 0.614855
Epoch 7, 	Batch:0, 	Train Loss = 1.039937, 	Val Loss = 0.531939
Epoch 7, 	Batch:1, 	Train Loss = 0.881190, 	Val Loss = 0.531939
Epoch 7, 	Batch:2, 	Train Loss = 0.810701, 	Val Loss = 0.531939
Epoch 7, 	Batch:3, 	Train Loss = 0.754249, 	Val Loss = 0.531939
Epoch 7, 	Batch:4, 	Train Loss = 0.719046, 	Val Loss = 0.531939
Epoch 7, 	Batch:5, 	Train Loss = 0.703808, 	Val Loss = 0.531939
Epoch 7, 	Batch:6, 	Train Loss = 0.664240, 	Val Loss = 0.531939
Epoch 7, 	Batch:7, 	Train Loss = 0.636190, 	Val Loss = 0.531939
Epoch 7, 	Batch:8, 	Train Loss = 0.620475, 	Val Loss = 0.531939
Epoch 7, 	Batch:9, 	Train Loss = 0.608356, 	Val Loss = 0.531939
Epoch 7, 	Batch:10, 	Train Loss = 0.607476, 	Val Loss = 0.531939
Epoch 7, 	Batch:11, 	Train Loss = 0.590700, 	Val Loss = 0.531939
Epoch 7, 	Batch:12, 	Train Loss = 0.610310, 	Val Loss = 0.531939
Epoch 7, 	Batch:13, 	Train Loss = 0.600943, 	Val Loss = 0.531939
Epoch 7, 	Batch:14, 	Train Loss = 0.596154, 	Val Loss = 0.531939
Epoch 7, 	Batch:15, 	Train Loss = 0.575950, 	Val Loss = 0.531939
Epoch 8, 	Batch:0, 	Train Loss = 0.936081, 	Val Loss = 0.511188
Epoch 8, 	Batch:1, 	Train Loss = 0.848292, 	Val Loss = 0.511188
Epoch 8, 	Batch:2, 	Train Loss = 0.760163, 	Val Loss = 0.511188
Epoch 8, 	Batch:3, 	Train Loss = 0.745020, 	Val Loss = 0.511188
Epoch 8, 	Batch:4, 	Train Loss = 0.689007, 	Val Loss = 0.511188
Epoch 8, 	Batch:5, 	Train Loss = 0.686357, 	Val Loss = 0.511188
Epoch 8, 	Batch:6, 	Train Loss = 0.657140, 	Val Loss = 0.511188
Epoch 8, 	Batch:7, 	Train Loss = 0.622525, 	Val Loss = 0.511188
Epoch 8, 	Batch:8, 	Train Loss = 0.597896, 	Val Loss = 0.511188
Epoch 8, 	Batch:9, 	Train Loss = 0.588231, 	Val Loss = 0.511188
Epoch 8, 	Batch:10, 	Train Loss = 0.587362, 	Val Loss = 0.511188
Epoch 8, 	Batch:11, 	Train Loss = 0.570423, 	Val Loss = 0.511188
Epoch 8, 	Batch:12, 	Train Loss = 0.584293, 	Val Loss = 0.511188
Epoch 8, 	Batch:13, 	Train Loss = 0.584965, 	Val Loss = 0.511188
Epoch 8, 	Batch:14, 	Train Loss = 0.585033, 	Val Loss = 0.511188
Epoch 8, 	Batch:15, 	Train Loss = 0.568353, 	Val Loss = 0.511188
Epoch 9, 	Batch:0, 	Train Loss = 0.860622, 	Val Loss = 0.568136
Epoch 9, 	Batch:1, 	Train Loss = 0.802753, 	Val Loss = 0.568136
Epoch 9, 	Batch:2, 	Train Loss = 0.747125, 	Val Loss = 0.568136
Epoch 9, 	Batch:3, 	Train Loss = 0.733909, 	Val Loss = 0.568136
Epoch 9, 	Batch:4, 	Train Loss = 0.704836, 	Val Loss = 0.568136
Epoch 9, 	Batch:5, 	Train Loss = 0.687466, 	Val Loss = 0.568136
Epoch 9, 	Batch:6, 	Train Loss = 0.648321, 	Val Loss = 0.568136
